Number,Name,Type,LastEruptionYear,Country,Region,EvidenceCategory,MajorRocks,MinorRocks,PopulationClose
282040,Nakanoshima,Stratovolcano(es),1914,Japan,Ryukyu Islands and Kyushu,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,170
222040,Namarunu,Shield,-6550,Kenya,Africa (eastern),Eruption Dated,Basalt / Picro-Basalt	Trachyte / Trachydacite	Rhyolite,,537
283141,Nantaisan,Stratovolcano,-9540,Japan,Honshu,Eruption Dated,Andesite / Basaltic Andesite	Dacite	Basalt / Picro-Basalt,,12768
341095,Naolinco Volcanic Field,Pyroclastic cone(s),-1200,Mexico,Mexico,Eruption Dated,Basalt / Picro-Basalt	Andesite / Basaltic Andesite	Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite	Trachyte / Trachydacite,108824
260001,Narcondum,Stratovolcano,Unknown,India,Andaman Islands,Evidence Credible,Andesite / Basaltic Andesite	Dacite,,0
283200,Naruko,Caldera,837,Japan,Honshu,Eruption Observed,Rhyolite	Dacite,,54771
283150,Nasudake,Stratovolcano(es),1963,Japan,Honshu,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt	Dacite,,5802
273082,Natib,Stratovolcano,Unknown,Philippines,Luzon,Evidence Uncertain,Andesite / Basaltic Andesite	Basalt / Picro-Basalt	Dacite,,4977
320140,Nazko,Pyroclastic cone(s),-5220,Canada,Canada,Eruption Dated,Trachybasalt / Tephrite Basanite	Basalt / Picro-Basalt,,8
257080,NE Shepherd Islands,Stratovolcano(es),Unknown,Vanuatu,Vanuatu,Evidence Uncertain,Basalt / Picro-Basalt	Dacite,,1972
353050,"Negra, Sierra",Shield,2018,Ecuador,Galapagos Islands,Eruption Observed,Basalt / Picro-Basalt,,408
355106,"Negrillar, El",Pyroclastic cone(s),Unknown,Chile,"Northern Chile, Bolivia and Argentina",Evidence Credible,Andesite / Basaltic Andesite,,112
355108,"Negrillar, La",Pyroclastic cone(s),Unknown,Chile,"Northern Chile, Bolivia and Argentina",Evidence Uncertain,Andesite / Basaltic Andesite,,104
344070,"Negro, Cerro",Pyroclastic cone(s),1999,Nicaragua,Nicaragua,Eruption Observed,Basalt / Picro-Basalt,,10243
344092,Nejapa-Miraflores,Fissure vent(s),1060,Nicaragua,Nicaragua,Eruption Dated,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,Dacite,870837
290320,Nemo Peak,Caldera,1938,Russia,Kuril Islands,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt	Dacite,,15
213020,Nemrut Dagi,Stratovolcano,1650,Turkey,Turkey,Eruption Observed,Rhyolite	Trachyte / Trachydacite	Trachyandesite / Basaltic Trachyandesite,,7399
355123,"Nevada, Sierra",Complex,Unknown,Chile-Argentina,"Northern Chile, Bolivia and Argentina",Evidence Credible,No Data (checked),,27
360040,Nevis Peak,Stratovolcano,Unknown,Saint Kitts and Nevis,West Indies,Evidence Uncertain,Andesite / Basaltic Andesite	Dacite,,9541
322110,Newberry,Shield,690,United States,USA (Oregon),Eruption Dated,Andesite / Basaltic Andesite	Dacite	Basalt / Picro-Basalt,,0
259010,Newer Volcanics Province,Shield(s),-2900,Australia,Australia,Eruption Dated,Trachybasalt / Tephrite Basanite	Basalt / Picro-Basalt,Trachyte / Trachydacite	Andesite / Basaltic Andesite	Trachyandesite / Basaltic Trachyandesite,610361
222164,Ngozi,Caldera,1450,Tanzania,Africa (eastern),Eruption Dated,Trachyte / Trachydacite	Phonolite	Trachyandesite / Basaltic Trachyandesite,,456466
354008,"Nicholson, Cerro",Pyroclastic cone,Unknown,Peru,Peru,Evidence Credible,Andesite / Basaltic Andesite,,824
386011,Nightingale Island,Stratovolcano,2004,United Kingdom,Atlantic Ocean (southern),Eruption Observed,Trachyte / Trachydacite	Trachyandesite / Basaltic Trachyandesite	Trachybasalt / Tephrite Basanite,,0
283090,Niigata-Yakeyama,Lava dome,1998,Japan,Honshu,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,610
284020,Niijima,Lava dome(s),886,Japan,"Izu, Volcano, and Mariana Islands",Eruption Observed,Rhyolite,Basalt / Picro-Basalt,3349
283140,Nikko-Shiranesan,Shield,1952,Japan,Honshu,Eruption Observed,Andesite / Basaltic Andesite,,2502
265060,Nila,Stratovolcano,1968,Indonesia,Banda Sea,Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,200
285031,Niseko,Stratovolcano(es),-4900,Japan,Hokkaido,Eruption Dated,Andesite / Basaltic Andesite,,9981
290060,Nishihitokappuyama [Bogatyr Ridge],Stratovolcano,Unknown,Japan - administered by Russia,Kuril Islands,Evidence Credible,Andesite / Basaltic Andesite	Dacite,,130
284096,Nishinoshima,Caldera,2019,Japan,"Izu, Volcano, and Mariana Islands",Eruption Observed,Andesite / Basaltic Andesite,,0
212050,Nisyros,Stratovolcano,1888,Greece,Greece,Eruption Observed,Dacite	Andesite / Basaltic Andesite	Rhyolite,,680
243110,Niuafo'ou,Shield,1985,Tonga,Tonga Islands,Eruption Observed,Basalt / Picro-Basalt,,155
283060,Norikuradake,Stratovolcano(es),-50,Japan,Honshu,Eruption Dated,Andesite / Basaltic Andesite	Dacite,,1616
331031,North Gorda Ridge Segment,Submarine,1996,Undersea Features,Pacific Ocean (northern),Eruption Observed,Basalt / Picro-Basalt,,0
222001,North Island,Tuff cone(s),Unknown,Kenya,Africa (eastern),Evidence Credible,Trachyandesite / Basaltic Trachyandesite	Basalt / Picro-Basalt	Trachyte / Trachydacite,,21
257081,North Vate,Stratovolcano(es),Unknown,Vanuatu,Vanuatu,Evidence Credible,Basalt / Picro-Basalt	Andesite / Basaltic Andesite	Trachyte / Trachydacite,,6497
334040,Northern EPR at 10.7°N,Submarine,2003,Undersea Features,Pacific Ocean (eastern),Eruption Observed,Basalt / Picro-Basalt,,0
334021,Northern EPR at 16°N,Submarine,-50,Undersea Features,Pacific Ocean (eastern),Eruption Dated,Basalt / Picro-Basalt,,0
334020,Northern EPR at 17°N,Submarine,-50,Undersea Features,Pacific Ocean (eastern),Eruption Dated,Basalt / Picro-Basalt,,0
334050,Northern EPR at 9.8°N,Submarine,2006,Undersea Features,Pacific Ocean (eastern),Eruption Observed,Basalt / Picro-Basalt,,0
233012,Nosy-Be,Pyroclastic cone(s),Unknown,Madagascar,Indian Ocean (western),Evidence Credible,Foidite	Basalt / Picro-Basalt	Rhyolite,,14015
312180,Novarupta,Caldera,1912,United States,Alaska Peninsula,Eruption Observed,Rhyolite	Dacite,Andesite / Basaltic Andesite,0
283151,Numazawa,Shield,-3400,Japan,Honshu,Eruption Dated,Dacite	Rhyolite	Andesite / Basaltic Andesite,,4082
284211,NW Rota-1,Submarine,2010,United States,"Izu, Volcano, and Mariana Islands",Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,0
222056,Nyambeni Hills,Shield,Unknown,Kenya,Africa (eastern),Evidence Credible,Basalt / Picro-Basalt	Phonolite	Trachybasalt / Tephrite Basanite,,107199
223020,Nyamuragira,Shield,2019,DR Congo,Africa (central),Eruption Observed,Trachybasalt / Tephrite Basanite	Phono-tephrite /  Tephri-phonolite,,27027
223030,Nyiragongo,Stratovolcano,2019,DR Congo,Africa (central),Eruption Observed,Foidite,Basalt / Picro-Basalt,31145
300650,Nylgimelkin,Shield(s),-3550,Russia,Kamchatka Peninsula,Eruption Dated,Basalt / Picro-Basalt,,0
221280,O'a Caldera,Caldera,Unknown,Ethiopia,Africa (northeastern) and Red Sea,Evidence Credible,Rhyolite	Trachyte / Trachydacite,Basalt / Picro-Basalt,148588
290072,Odamoisan [Tebenkov],Stratovolcano,Unknown,Japan - administered by Russia,Kuril Islands,Evidence Uncertain,,,0
244010,Ofu-Olosega,Shield(s),1866,United States,Samoan and Wallis Islands,Eruption Observed,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite,,384
355130,"Ojos del Salado, Nevados",Stratovolcano,750,Chile-Argentina,"Northern Chile, Bolivia and Argentina",Eruption Dated,Dacite	Andesite / Basaltic Andesite	Rhyolite,,11
241050,Okataina,Lava dome(s),1981,New Zealand,New Zealand,Eruption Observed,Rhyolite,Basalt / Picro-Basalt	Dacite	Andesite / Basaltic Andesite,579
283003,Oki-Dogo,Shield,Unknown,Japan,Honshu,Evidence Credible,Basalt / Picro-Basalt,,12388
311290,Okmok,Shield,2008,United States,Aleutian Islands,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,Dacite	Trachyte / Trachydacite	Rhyolite,0
224030,Oku Volcanic Field,Stratovolcano,Unknown,Cameroon,Africa (western),Evidence Uncertain,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite	Trachyandesite / Basaltic Trachyandesite,,131944
222055,Ol Kokwe,Shield,Unknown,Kenya,Africa (eastern),Evidence Credible,Basalt / Picro-Basalt	Trachyte / Trachydacite,,8229
355050,Olca-Paruma,Stratovolcano(es),Unknown,Chile-Bolivia,"Northern Chile, Bolivia and Argentina",Eruption Observed,Andesite / Basaltic Andesite	Dacite,,225
222090,Olkaria,Pyroclastic cone(s),1770,Kenya,Africa (eastern),Eruption Dated,Rhyolite	Trachyte / Trachydacite	Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,59747
300052,Olkoviy Volcanic Group,Volcanic field,Unknown,Russia,Kamchatka Peninsula,Evidence Credible,Basalt / Picro-Basalt,,34
210030,Olot Volcanic Field,Pyroclastic cone(s),Unknown,Spain,Western Europe,Evidence Credible,Trachybasalt / Tephrite Basanite	Basalt / Picro-Basalt,,33377
283142,Omanago Group,Lava dome(s),-3050,Japan,Honshu,Eruption Dated,Dacite	Andesite / Basaltic Andesite,,16316
283040,Ontakesan,Complex,2014,Japan,Honshu,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt	Dacite,,2098
300080,Opala,Caldera,1776,Russia,Kamchatka Peninsula,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,Dacite	Rhyolite,22
374010,Oraefajokull,Stratovolcano,1728,Iceland,Iceland (southeastern),Eruption Observed,Basalt / Picro-Basalt	Rhyolite,Trachyte / Trachydacite,2
341100,"Orizaba, Pico de",Stratovolcano,1846,Mexico,Mexico,Eruption Observed,Andesite / Basaltic Andesite	Dacite,Rhyolite	Trachyandesite / Basaltic Trachyandesite	Trachyte / Trachydacite,4469
345010,Orosi,Stratovolcano(es),Unknown,Costa Rica,Costa Rica,Evidence Uncertain,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,1024
285010,Oshima-Oshima,Stratovolcano,1790,Japan,Hokkaido,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,6
283290,Osorezan,Stratovolcano,1787,Japan,Honshu,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,42590
358010,Osorno,Stratovolcano,1869,Chile,Southern Chile and Argentina,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,Dacite,674
300055,Ostanets,Shield(s),Unknown,Russia,Kamchatka Peninsula,Evidence Credible,Basalt / Picro-Basalt,,0
300680,Ostry,Stratovolcano,-2050,Russia,Kamchatka Peninsula,Eruption Dated,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,0
300056,Otdelniy,Shield(s),Unknown,Russia,Kamchatka Peninsula,Evidence Credible,Basalt / Picro-Basalt,,14
355097,"Overo, Cerro",Maar,Unknown,Chile,"Northern Chile, Bolivia and Argentina",Evidence Uncertain,Andesite / Basaltic Andesite,,29
300051,Ozernoy,Shield,Unknown,Russia,Kamchatka Peninsula,Evidence Credible,Basalt / Picro-Basalt,,2
342110,Pacaya,Complex,2019,Guatemala,Guatemala,Eruption Observed,Basalt / Picro-Basalt	Dacite	Rhyolite,Trachyandesite / Basaltic Trachyandesite,53579
284170,Pagan,Stratovolcano(es),2012,United States,"Izu, Volcano, and Mariana Islands",Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,0
222053,Paka,Shield,-7550,Kenya,Africa (eastern),Eruption Dated,Trachyte / Trachydacite	Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite,4354
358051,Palena Volcanic Group,Pyroclastic cone(s),Unknown,Chile,Southern Chile and Argentina,Evidence Credible,No Data (checked),,51
358080,Pali-Aike Volcanic Field,Pyroclastic cone(s),-5550,Chile-Argentina,Southern Chile and Argentina,Eruption Dated,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite,,288
211031,Palinuro,Submarine,-8040,Italy,Italy,Eruption Dated,Phonolite	Trachyte / Trachydacite	Phono-tephrite /  Tephri-phonolite,,0
357022,Palomo,Stratovolcano,Unknown,Chile,Central Chile and Argentina,Evidence Credible,Andesite / Basaltic Andesite	Dacite,,325
264150,Paluweh,Stratovolcano,2013,Indonesia,Lesser Sunda Islands,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,446
355042,Pampa Luxsar,Volcanic field,Unknown,Bolivia,"Northern Chile, Bolivia and Argentina",Evidence Uncertain,Andesite / Basaltic Andesite,,419
211041,Panarea,Stratovolcano,Unknown,Italy,Italy,Evidence Uncertain,Andesite / Basaltic Andesite	Dacite,Rhyolite	Trachyandesite / Basaltic Trachyandesite	Basalt / Picro-Basalt,2127
211071,Pantelleria,Shield,1891,Italy,Italy,Eruption Observed,Rhyolite	Trachyte / Trachydacite	Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite,10985
357152,"Pantojo, Cerro",Stratovolcano,Unknown,Chile-Argentina,Central Chile and Argentina,Evidence Credible,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,474
263100,Papandayan,Stratovolcano(es),2002,Indonesia,Java,Eruption Observed,Andesite / Basaltic Andesite,,163468
341081,Papayo,Lava dome,Unknown,Mexico,Mexico,Evidence Credible,Dacite,,2081
355012,Parinacota,Stratovolcano,290,Chile-Bolivia,"Northern Chile, Bolivia and Argentina",Eruption Dated,Andesite / Basaltic Andesite	Trachyandesite / Basaltic Trachyandesite	Dacite,,123
271011,Parker,Stratovolcano,1641,Philippines,Mindanao,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,2963
263070,Patuha,Stratovolcano,Unknown,Indonesia,Java,Evidence Credible,Andesite / Basaltic Andesite,,76063
390041,Paulet,Pyroclastic cone,Unknown,Antarctica,Antarctica and South Sandwich Islands,Evidence Credible,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite,,0
312030,Pavlof,Stratovolcano,2016,United States,Alaska Peninsula,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,0
312040,Pavlof Sister,Stratovolcano,Unknown,United States,Alaska Peninsula,Evidence Credible,Basalt / Picro-Basalt,,0
357066,Payun Matru,Shield,-5050,Argentina,Central Chile and Argentina,Eruption Dated,Trachybasalt / Tephrite Basanite	Basalt / Picro-Basalt	Trachyte / Trachydacite,,0
355200,Peinado,Stratovolcano,Unknown,Argentina,"Northern Chile, Bolivia and Argentina",Evidence Credible,Andesite / Basaltic Andesite,,0
360120,Pelee,Stratovolcano,1932,France,West Indies,Eruption Observed,Andesite / Basaltic Andesite,Dacite	Basalt / Picro-Basalt,5025
263291,Penanggungan,Stratovolcano,Unknown,Indonesia,Java,Evidence Credible,Andesite / Basaltic Andesite	Trachyandesite / Basaltic Trachyandesite	Basalt / Picro-Basalt,,416275
390031,Penguin Island,Stratovolcano,1905,Antarctica,Antarctica and South Sandwich Islands,Eruption Observed,Basalt / Picro-Basalt,,0
263040,Perbakti-Gagak,Stratovolcano(es),1939,Indonesia,Java,Eruption Observed,Andesite / Basaltic Andesite	Rhyolite	Dacite,,28784
351062,Petacas,Lava dome,Unknown,Colombia,Colombia,Evidence Uncertain,No Data (checked),,2765
390029,Peter I Island,Shield,Unknown,Antarctica,Antarctica and South Sandwich Islands,Evidence Credible,Basalt / Picro-Basalt,Andesite / Basaltic Andesite	Trachyandesite / Basaltic Trachyandesite	Trachyte / Trachydacite,0
261030,Peuet Sague,Complex,2000,Indonesia,Sumatra,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,144
382020,Pico,Stratovolcano,1720,Portugal,Azores,Eruption Observed,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite,5944
381040,Pico Fracture Zone,Submarine,1865,Undersea Features,Atlantic Ocean (northern),Eruption Observed,No Data (checked),,0
382081,Picos Volcanic System,Pyroclastic cone(s),1652,Portugal,Azores,Eruption Observed,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite,115732
300271,Piip,Submarine,-5050,Russia,Kamchatka Peninsula,Eruption Dated,Dacite	Andesite / Basaltic Andesite,,0
344080,"Pilas, Las",Complex,1954,Nicaragua,Nicaragua,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt	Dacite,,8324
341001,Pinacate,Pyroclastic cone(s),Unknown,Mexico,Mexico,Evidence Credible,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite	Trachyandesite / Basaltic Trachyandesite,Andesite / Basaltic Andesite,92
273083,Pinatubo,Stratovolcano,1993,Philippines,Luzon,Eruption Observed,Dacite	Andesite / Basaltic Andesite,Basalt / Picro-Basalt,3808
353070,Pinta,Shield,1928,Ecuador,Galapagos Islands,Eruption Observed,Basalt / Picro-Basalt,,427
300054,Piratkovsky,Stratovolcano,Unknown,Russia,Kamchatka Peninsula,Evidence Credible,No Data (checked),,4
357040,Planchon-Peteroa,Stratovolcano(es),2019,Chile,Central Chile and Argentina,Eruption Observed,Andesite / Basaltic Andesite	Dacite,Basalt / Picro-Basalt,48
360110,"Plat Pays, Morne",Stratovolcano,1270,Dominica,West Indies,Eruption Dated,Dacite	Andesite / Basaltic Andesite,,38372
345034,Platanar,Stratovolcano(es),Unknown,Costa Rica,Costa Rica,Evidence Credible,Andesite / Basaltic Andesite	Basalt / Picro-Basalt	Dacite,Trachyandesite / Basaltic Trachyandesite,40382
390013,"Pleiades, The",Stratovolcano,-1050,Antarctica,Antarctica and South Sandwich Islands,Eruption Dated,Trachyandesite / Basaltic Trachyandesite	Trachyte / Trachydacite	Phono-tephrite /  Tephri-phonolite,Trachybasalt / Tephrite Basanite	Phonolite,0
300310,Plosky,Shield,Unknown,Russia,Kamchatka Peninsula,Evidence Uncertain,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,40
300630,Plosky,Shield,Unknown,Russia,Kamchatka Peninsula,Evidence Uncertain,Basalt / Picro-Basalt,,2
345040,Poas,Stratovolcano,2019,Costa Rica,Costa Rica,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt	Dacite,,11107
300470,Pogranychny,Shield(s),Unknown,Russia,Kamchatka Peninsula,Evidence Uncertain,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,0
275080,Popa,Stratovolcano,-442,Burma (Myanmar),Southeast Asia,Eruption Dated,Basalt / Picro-Basalt	Andesite / Basaltic Andesite	Trachyandesite / Basaltic Trachyandesite,,22922
341090,Popocatepetl,Stratovolcano(es),2019,Mexico,Mexico,Eruption Observed,Andesite / Basaltic Andesite	Dacite	Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite,2584
214090,Porak,Stratovolcano,-778,Armenia-Azerbaijan,Western Asia,Eruption Dated,Andesite / Basaltic Andesite,,955
234040,"Possession, Ile de la",Stratovolcano,Unknown,France,Indian Ocean (southern),Evidence Credible,Basalt / Picro-Basalt	Phonolite	Trachybasalt / Tephrite Basanite,,0
371070,Prestahnukur,Subglacial,-3350,Iceland,Iceland (southwestern),Eruption Dated,Basalt / Picro-Basalt	Rhyolite,,60
290190,Prevo Peak,Stratovolcano,1825,Russia,Kuril Islands,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,6
341000,"Prieto, Cerro",Lava dome,Unknown,Mexico,Mexico,Evidence Uncertain,Dacite	Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,15945
234060,Prince Edward Island,Shield,Unknown,South Africa,Indian Ocean (southern),Evidence Credible,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite,0
390140,Protector Seamounts,Submarine,1962,United Kingdom,Antarctica and South Sandwich Islands,Eruption Observed,Rhyolite,,0
355107,Pular,Stratovolcano(es),Unknown,Chile,"Northern Chile, Bolivia and Argentina",Evidence Uncertain,Andesite / Basaltic Andesite	Dacite,,0
263010,Pulosari,Stratovolcano,Unknown,Indonesia,Java,Evidence Credible,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,42356
352011,Pululahua,Caldera,290,Ecuador,Ecuador,Eruption Dated,Dacite,,534403
357160,Puntiagudo-Cordon Cenizos,Stratovolcano,1850,Chile,Central Chile and Argentina,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,284
351060,Purace,Stratovolcano(es),1977,Colombia,Colombia,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,7152
355094,Purico Complex,Pyroclastic shield,Unknown,Chile,"Northern Chile, Bolivia and Argentina",Evidence Credible,Dacite	Andesite / Basaltic Andesite	Rhyolite,,11
355090,Putana,Stratovolcano,1810,Chile,"Northern Chile, Bolivia and Argentina",Eruption Observed,Dacite	Andesite / Basaltic Andesite,,80
357150,Puyehue-Cordon Caulle,Stratovolcano,2012,Chile,Central Chile and Argentina,Eruption Observed,Andesite / Basaltic Andesite	Dacite	Basalt / Picro-Basalt,,783
358053,Puyuhuapi,Pyroclastic cone(s),Unknown,Chile,Southern Chile and Argentina,Evidence Credible,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite	Trachyandesite / Basaltic Trachyandesite,819
360140,Qualibou,Caldera,1766,Saint Lucia,West Indies,Eruption Observed,Andesite / Basaltic Andesite	Dacite,Basalt / Picro-Basalt,87921
357121,Quetrupillan,Stratovolcano,1872,Chile,Central Chile and Argentina,Eruption Observed,Andesite / Basaltic Andesite	Dacite,Basalt / Picro-Basalt	Rhyolite,518
342210,Quezaltepeque,Volcanic field,Unknown,Guatemala,Guatemala,Evidence Credible,Basalt / Picro-Basalt,,34920
360020,"Quill, The",Stratovolcano,250,Netherlands,West Indies,Eruption Dated,Andesite / Basaltic Andesite,Rhyolite	Dacite	Basalt / Picro-Basalt,2195
352060,Quilotoa,Caldera,1280,Ecuador,Ecuador,Eruption Dated,Dacite,Andesite / Basaltic Andesite,40429
354000,Quimsachata,Lava dome,-4450,Peru,Peru,Eruption Dated,Rhyolite	Trachyandesite / Basaltic Trachyandesite,,9561
252140,Rabaul,Pyroclastic shield,2014,Papua New Guinea,New Britain,Eruption Observed,Dacite	Andesite / Basaltic Andesite	Basalt / Picro-Basalt,Rhyolite,43531
271060,Ragang,Stratovolcano,1873,Philippines,Mindanao,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,2646
231010,"Rahah, Harrat ar",Volcanic field,Unknown,Saudi Arabia,Middle East (southern),Evidence Credible,Basalt / Picro-Basalt,,98
