Number,Name,Type,LastEruptionYear,Country,Region,EvidenceCategory,MajorRocks,MinorRocks,PopulationClose
213010,Erciyes Dagi,Stratovolcano,-6880,Turkey,Turkey,Eruption Dated,Dacite	Andesite / Basaltic Andesite	Rhyolite,,8036
390020,Erebus,Stratovolcano,2019,Antarctica,Antarctica and South Sandwich Islands,Eruption Observed,Phonolite	Phono-tephrite /  Tephri-phonolite	Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite	Trachyandesite / Basaltic Trachyandesite,0
221080,Erta Ale,Shield,2019,Ethiopia,Africa (northeastern) and Red Sea,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,2796
285011,Esan,Lava dome(s),1874,Japan,Hokkaido,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,5831
331040,Escanaba Segment,Submarine,-2260,Undersea Features,Pacific Ocean (northern),Eruption Dated,Basalt / Picro-Basalt,,0
355112,Escorial,Stratovolcano,Unknown,Chile-Argentina,"Northern Chile, Bolivia and Argentina",Evidence Uncertain,Andesite / Basaltic Andesite	Dacite,,17
234030,"Est, Ile de l'",Stratovolcano,Unknown,France,Indian Ocean (southern),Evidence Uncertain,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite,,0
344131,Esteli,Fissure vent(s),Unknown,Nicaragua,Nicaragua,Evidence Uncertain,Basalt / Picro-Basalt,,133804
211060,Etna,Stratovolcano(es),2019,Italy,Italy,Eruption Observed,Trachybasalt / Tephrite Basanite	Trachyandesite / Basaltic Trachyandesite	Basalt / Picro-Basalt,Trachyte / Trachydacite	Phono-tephrite /  Tephri-phonolite,3291
290050,Etorofu-Atosanupuri [Atosanupuri],Stratovolcano,1932,Japan - administered by Russia,Kuril Islands,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,289
290070,Etorofu-Yakeyama [Grozny Group],Complex(es),2013,Japan - administered by Russia,Kuril Islands,Eruption Observed,Andesite / Basaltic Andesite,,39
372020,Eyjafjallajokull,Stratovolcano,2010,Iceland,Iceland (southern),Eruption Observed,Basalt / Picro-Basalt	Trachyandesite / Basaltic Trachyandesite	Trachybasalt / Tephrite Basanite,,4
355124,Falso Azufre,Complex,Unknown,Chile-Argentina,"Northern Chile, Bolivia and Argentina",Evidence Uncertain,No Data (checked),,13
284140,Farallon de Pajaros,Stratovolcano,1967,United States,"Izu, Volcano, and Mariana Islands",Eruption Observed,Andesite / Basaltic Andesite,,0
382010,Fayal,Stratovolcano,1958,Portugal,Azores,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite,,13757
300510,Fedotych,Shield,Unknown,Russia,Kamchatka Peninsula,Evidence Uncertain,Basalt / Picro-Basalt,,12
221190,Fentale,Stratovolcano,1820,Ethiopia,Africa (northeastern) and Red Sea,Eruption Observed,Rhyolite	Trachyte / Trachydacite	Trachybasalt / Tephrite Basanite,,14201
353010,Fernandina,Shield,2018,Ecuador,Galapagos Islands,Eruption Observed,Basalt / Picro-Basalt,,129
311350,Fisher,Stratovolcano,1830,United States,Aleutian Islands,Eruption Observed,Andesite / Basaltic Andesite	Dacite	Basalt / Picro-Basalt,,0
342140,Flores,Volcanic field,Unknown,Guatemala,Guatemala,Evidence Credible,Basalt / Picro-Basalt,,205145
382001,Flores,Stratovolcano(es),-950,Portugal,Azores,Eruption Dated,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite	Trachyandesite / Basaltic Trachyandesite,Phono-tephrite /  Tephri-phonolite,4560
384010,Fogo,Stratovolcano,2015,Cape Verde,Cape Verde Islands,Eruption Observed,Foidite	Trachybasalt / Tephrite Basanite	Phonolite,,13254
243050,Fonuafo'ou,Submarine,1936,Tonga,Tonga Islands,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,302
243100,Fonualei,Stratovolcano,1957,Tonga,Tonga Islands,Eruption Observed,Dacite	Andesite / Basaltic Andesite,,71
223001,Fort Portal,Tuff cone(s),-2120,Uganda,Africa (central),Eruption Dated,Foidite,,242914
320010,Fort Selkirk,Volcanic field,Unknown,Canada,Canada,Evidence Uncertain,Trachybasalt / Tephrite Basanite	Basalt / Picro-Basalt	Foidite,,6
233020,"Fournaise, Piton de la",Shield,2019,France,Indian Ocean (western),Eruption Observed,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite,,55859
312260,Fourpeaked,Stratovolcano,2006,United States,Alaska Peninsula,Eruption Observed,Andesite / Basaltic Andesite,,0
373070,Fremrinamar,Stratovolcano,-1200,Iceland,Iceland (northeastern),Eruption Dated,Basalt / Picro-Basalt	Rhyolite,,0
312010,Frosty,Stratovolcano(es),Unknown,United States,Alaska Peninsula,Evidence Credible,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,0
342090,Fuego,Stratovolcano(es),2019,Guatemala,Guatemala,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,54332
358090,Fueguino,Lava dome(s),1820,Chile,Southern Chile and Argentina,Eruption Observed,Andesite / Basaltic Andesite,,78
383050,Fuerteventura,Fissure vent(s),Unknown,Spain,Canary Islands,Evidence Credible,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite	Foidite,,8752
283030,Fujisan,Stratovolcano,1708,Japan,Honshu,Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite	Dacite,1759
282091,Fukue,Shield(s),-400,Japan,Ryukyu Islands and Kyushu,Eruption Dated,Basalt / Picro-Basalt,,40407
284133,Fukujin,Submarine,1974,United States,"Izu, Volcano, and Mariana Islands",Eruption Observed,Andesite / Basaltic Andesite,,0
284130,Fukutoku-Oka-no-Ba,Submarine,2010,Japan,"Izu, Volcano, and Mariana Islands",Eruption Observed,Trachyandesite / Basaltic Trachyandesite,,19
382100,Furnas,Stratovolcano,1630,Portugal,Azores,Eruption Observed,Trachyte / Trachydacite	Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite,,7310
290340,Fuss Peak,Stratovolcano,1854,Russia,Kuril Islands,Eruption Observed,Andesite / Basaltic Andesite,,62
221150,Gabillema,Stratovolcano,Unknown,Ethiopia,Africa (northeastern) and Red Sea,Evidence Credible,Rhyolite	Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite,,772
221050,Gada Ale,Stratovolcano,Unknown,Ethiopia,Africa (northeastern) and Red Sea,Evidence Credible,Basalt / Picro-Basalt	Trachyandesite / Basaltic Trachyandesite	Trachyte / Trachydacite,,605
334070,Galapagos Rift,Submarine,1996,Undersea Features,Pacific Ocean (eastern),Eruption Observed,Basalt / Picro-Basalt,,0
351080,Galeras,Complex,2014,Colombia,Colombia,Eruption Observed,Andesite / Basaltic Andesite,Dacite,120817
255062,Gallego,Volcanic field,Unknown,Solomon Islands,Bougainville and Solomon Islands,Evidence Uncertain,Andesite / Basaltic Andesite,,10017
263140,Galunggung,Stratovolcano,1984,Indonesia,Java,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,Rhyolite,66495
268060,Gamalama,Stratovolcano(es),2018,Indonesia,Halmahera,Eruption Observed,Andesite / Basaltic Andesite,Dacite,204820
300210,Gamchen,Complex,-550,Russia,Kamchatka Peninsula,Eruption Dated,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,0
268040,Gamkonora,Stratovolcano,2007,Indonesia,Halmahera,Eruption Observed,Andesite / Basaltic Andesite,,12744
311070,Gareloi,Stratovolcano,1989,United States,Aleutian Islands,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,0
320200,Garibaldi,Stratovolcano,-8060,Canada,Canada,Eruption Dated,Dacite	Andesite / Basaltic Andesite,,22
320190,Garibaldi Lake,Volcanic field,Unknown,Canada,Canada,Evidence Credible,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,Dacite	Trachyandesite / Basaltic Trachyandesite,6635
252030,Garove,Stratovolcano,Unknown,Papua New Guinea,New Britain,Evidence Credible,Andesite / Basaltic Andesite	Dacite	Basalt / Picro-Basalt,Rhyolite,5887
252060,Garua Harbour,Volcanic field,Unknown,Papua New Guinea,New Britain,Evidence Uncertain,Rhyolite	Andesite / Basaltic Andesite,,12090
257020,Gaua,Stratovolcano,2011,Vanuatu,Vanuatu,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,Dacite,1200
221230,Gedamsa,Caldera,Unknown,Ethiopia,Africa (northeastern) and Red Sea,Evidence Credible,Rhyolite	Trachyte / Trachydacite,Basalt / Picro-Basalt,216008
263060,Gede-Pangrango,Stratovolcano(es),1957,Indonesia,Java,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,154390
353081,Genovesa,Shield,Unknown,Ecuador,Galapagos Islands,Evidence Credible,Basalt / Picro-Basalt,,197
300380,Geodesistoy,Shield,Unknown,Russia,Kamchatka Peninsula,Evidence Uncertain,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,6
214070,Ghegam Ridge,Volcanic field,-1900,Armenia,Western Asia,Eruption Dated,Andesite / Basaltic Andesite	Rhyolite	Dacite,,1265153
321020,Glacier Peak,Stratovolcano,1700,United States,USA (Washington),Eruption Dated,Dacite	Andesite / Basaltic Andesite,Basalt / Picro-Basalt,0
341097,"Gloria, La",Volcanic field,Unknown,Mexico,Mexico,Evidence Credible,Andesite / Basaltic Andesite	Trachyandesite / Basaltic Trachyandesite	Basalt / Picro-Basalt,Dacite,108512
300057,Golaya,Stratovolcano,Unknown,Russia,Kamchatka Peninsula,Evidence Credible,Basalt / Picro-Basalt,,0
323170,Golden Trout Creek,Volcanic field,-5550,United States,USA (California),Eruption Dated,Basalt / Picro-Basalt,,3
213003,Gollu Dag,Lava dome,Unknown,Turkey,Turkey,Evidence Uncertain,Rhyolite	Dacite	Basalt / Picro-Basalt,,20644
253041,Goodenough,Volcanic field,Unknown,Papua New Guinea,New Guinea and D'Entrecasteaux Islands,Evidence Credible,Andesite / Basaltic Andesite,,7639
300070,Gorely,Caldera,2010,Russia,Kamchatka Peninsula,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite	Dacite,,0
300550,Gorny Institute,Stratovolcano,1250,Russia,Kamchatka Peninsula,Eruption Dated,Andesite / Basaltic Andesite	Dacite	Basalt / Picro-Basalt,,0
382040,Graciosa,Stratovolcano,-1950,Portugal,Azores,Eruption Dated,Basalt / Picro-Basalt	Andesite / Basaltic Andesite	Trachyte / Trachydacite,,5941
383040,Gran Canaria,Fissure vent(s),40,Spain,Canary Islands,Eruption Dated,Trachybasalt / Tephrite Basanite	Phono-tephrite /  Tephri-phonolite	Phonolite,,8049
344101,Granada,Fissure vent(s),Unknown,Nicaragua,Nicaragua,Evidence Credible,Basalt / Picro-Basalt,Dacite,137880
311120,Great Sitkin,Stratovolcano,2019,United States,Aleutian Islands,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,Trachyte / Trachydacite,0
312190,Griggs,Stratovolcano,-1790,United States,Alaska Peninsula,Eruption Dated,Andesite / Basaltic Andesite,Dacite,0
233001,"Grille, La",Shield,Unknown,Comoros,Indian Ocean (western),Evidence Credible,Trachybasalt / Tephrite Basanite	Basalt / Picro-Basalt,,154373
371060,Grimsnes,Crater rows,-3500,Iceland,Iceland (southwestern),Eruption Dated,Basalt / Picro-Basalt,,6253
373010,Grimsvotn,Caldera,2011,Iceland,Iceland (northeastern),Eruption Observed,Basalt / Picro-Basalt,,0
221116,Groppo,Stratovolcano,Unknown,Ethiopia,Africa (northeastern) and Red Sea,Evidence Credible,Rhyolite,,10358
341006,Guadalupe,Shield,Unknown,Mexico,Mexico,Evidence Credible,Trachyandesite / Basaltic Trachyandesite	Trachybasalt / Tephrite Basanite	Basalt / Picro-Basalt,,0
352020,Guagua Pichincha,Stratovolcano,2002,Ecuador,Ecuador,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,32488
355020,Guallatiri,Stratovolcano,1960,Chile,"Northern Chile, Bolivia and Argentina",Eruption Observed,Andesite / Basaltic Andesite	Dacite	Rhyolite,,63
355093,Guayaques,Lava dome(s),Unknown,Chile-Bolivia,"Northern Chile, Bolivia and Argentina",Evidence Credible,Dacite	Andesite / Basaltic Andesite,,26
343052,Guazapa,Stratovolcano,Unknown,El Salvador,El Salvador and Honduras,Evidence Uncertain,Basalt / Picro-Basalt,,94131
221124,Gufa,Volcanic field,Unknown,Eritrea-Djibouti,Africa (northeastern) and Red Sea,Evidence Credible,Basalt / Picro-Basalt,,1651
284190,Guguan,Stratovolcano,1883,United States,"Izu, Volcano, and Mariana Islands",Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,0
263130,Guntur,Complex,1847,Indonesia,Java,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,218012
265030,Gunungapi Wetar,Stratovolcano,1699,Indonesia,Banda Sea,Eruption Observed,Andesite / Basaltic Andesite,,2
284050,Hachijojima,Stratovolcano(es),1606,Japan,"Izu, Volcano, and Mariana Islands",Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,13560
283250,Hachimantai,Stratovolcano,-5350,Japan,Honshu,Eruption Dated,Andesite / Basaltic Andesite	Basalt / Picro-Basalt	Dacite,,1261
275001,Hainan Volcanic Field,Pyroclastic cone(s),1933,China,Southeast Asia,Eruption Observed,Basalt / Picro-Basalt,,1731229
283280,Hakkodasan,Stratovolcano(es),1550,Japan,Honshu,Eruption Dated,Andesite / Basaltic Andesite	Dacite	Basalt / Picro-Basalt,,730
283020,Hakoneyama,Complex,2015,Japan,Honshu,Eruption Dated,Andesite / Basaltic Andesite	Basalt / Picro-Basalt	Dacite,,53755
283050,Hakusan,Stratovolcano,1659,Japan,Honshu,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,807
332060,Haleakala,Shield,1750,United States,Hawaiian Islands,Eruption Dated,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite,,26074
306040,Halla,Shield,1007,South Korea,Korea,Eruption Observed,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite	Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite,2653
221022,Hanish,Shield,Unknown,Yemen,Africa (northeastern) and Red Sea,Evidence Credible,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite	Trachyandesite / Basaltic Trachyandesite,,304
251041,Hankow Reef,Submarine,Unknown,Papua New Guinea,Northeast of New Guinea,Evidence Uncertain,No Data (checked),,0
252100,Hargy,Stratovolcano,950,Papua New Guinea,New Britain,Eruption Dated,Dacite	Andesite / Basaltic Andesite,,5093
231001,Harrat Ash Shamah,Volcanic field,1850,Syria-Jordan-Saudi Arabia,Middle East (western),Eruption Observed,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite,Andesite / Basaltic Andesite	Trachyandesite / Basaltic Trachyandesite	Trachyte / Trachydacite,276996
283122,Harunasan,Stratovolcano,550,Japan,Honshu,Eruption Dated,Andesite / Basaltic Andesite	Dacite	Basalt / Picro-Basalt,,36116
213002,Hasan Dagi,Stratovolcano,Unknown,Turkey,Turkey,Evidence Credible,Dacite	Andesite / Basaltic Andesite	Rhyolite,,4979
275040,Haut Dong Nai,Volcanic field,Unknown,Vietnam,Southeast Asia,Evidence Uncertain,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite	Trachyandesite / Basaltic Trachyandesite,,136278
242005,Havre Seamount,Submarine,2012,New Zealand,Kermadec Islands,Eruption Observed,,,0
313050,Hayes,Stratovolcano,1200,United States,Alaska (southwestern),Eruption Dated,Dacite,,0
231110,"Haylan, Jabal",Volcanic field,-1200,Yemen,Middle East (southern),Eruption Dated,Basalt / Picro-Basalt,,225754
221091,Hayli Gubbi,Shield,Unknown,Ethiopia,Africa (northeastern) and Red Sea,Evidence Credible,Basalt / Picro-Basalt	Trachyte / Trachydacite	Rhyolite,,83
241140,Healy,Submarine,1360,New Zealand,New Zealand,Eruption Dated,Dacite,Rhyolite	Basalt / Picro-Basalt,0
234010,Heard,Stratovolcano,2019,Australia,Indian Ocean (southern),Eruption Observed,Trachybasalt / Tephrite Basanite	Basalt / Picro-Basalt	Trachyandesite / Basaltic Trachyandesite,,0
320040,Heart Peaks,Shield,Unknown,Canada,Canada,Evidence Uncertain,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite	Rhyolite,Trachyte / Trachydacite,0
373082,Heidarspordar,Fissure vent,-300,Iceland,Iceland (northeastern),Confirmed Eruption,,,0
372070,Hekla,Stratovolcano,2000,Iceland,Iceland (southern),Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt	Rhyolite,,0
370020,Helgrindur,Pyroclastic cone(s),Unknown,Iceland,Iceland (western),Evidence Credible,Basalt / Picro-Basalt,,753
324040,Hell's Half Acre,Shield,-3250,United States,USA (Idaho),Eruption Dated,Basalt / Picro-Basalt,,305
371050,Hengill,Crater rows,150,Iceland,Iceland (southwestern),Eruption Dated,Basalt / Picro-Basalt	Andesite / Basaltic Andesite	Rhyolite,,5722
311220,Herbert,Stratovolcano,Unknown,United States,Aleutian Islands,Evidence Credible,Andesite / Basaltic Andesite,,0
221171,Hertali,Fissure vent,Unknown,Ethiopia,Africa (northeastern) and Red Sea,Evidence Credible,Basalt / Picro-Basalt,,2243
383020,Hierro,Shield,2012,Spain,Canary Islands,Eruption Observed,Trachybasalt / Tephrite Basanite	Basalt / Picro-Basalt	Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite	Foidite,20321
283191,Hijiori,Caldera,Unknown,Japan,Honshu,Evidence Credible,Dacite,,83511
268052,Hiri,Stratovolcano,Unknown,Indonesia,Halmahera,Evidence Credible,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,11454
283131,Hiuchigatake,Stratovolcano,1544,Japan,Honshu,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,720
221293,Hobicha Caldera,Caldera,Unknown,Ethiopia,Africa (northeastern) and Red Sea,Evidence Uncertain,Basalt / Picro-Basalt,,466462
390110,Hodson,Stratovolcano,Unknown,United Kingdom,Antarctica and South Sandwich Islands,Evidence Credible,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,0
371090,Hofsjokull,Subglacial,Unknown,Iceland,Iceland (southwestern),Evidence Credible,Basalt / Picro-Basalt	Rhyolite,,0
285020,Hokkaido-Komagatake,Stratovolcano,2000,Japan,Hokkaido,Eruption Observed,Andesite / Basaltic Andesite,,23091
335020,Hollister Ridge,Submarine,Unknown,Undersea Features,Pacific Ocean (southern),Evidence Uncertain,No Data (checked),,0
222070,Homa Mountain,Complex,Unknown,Kenya,Africa (eastern),Evidence Credible,Foidite	Phonolite,,60670
243080,Home Reef,Submarine,2006,Tonga,Tonga Islands,Eruption Observed,Dacite,,0
305010,Honggeertu,Pyroclastic cone(s),Unknown,China,China (eastern),Evidence Uncertain,Basalt / Picro-Basalt,,46721
322010,Hood,Stratovolcano,1866,United States,USA (Oregon),Eruption Observed,Andesite / Basaltic Andesite,Dacite,850
320080,Hoodoo Mountain,Subglacial,-7050,Canada,Canada,Eruption Dated,Phonolite	Trachyte / Trachydacite,Basalt / Picro-Basalt,0
358023,Hornopiren,Stratovolcano,340,Chile,Southern Chile and Argentina,Eruption Dated,Andesite / Basaltic Andesite,,116
371051,Hromundartindur,Stratovolcano,Unknown,Iceland,Iceland (southwestern),Evidence Uncertain,Basalt / Picro-Basalt,,5738
332040,Hualalai,Shield,1801,United States,Hawaiian Islands,Eruption Observed,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite	Trachyte / Trachydacite,35906
354005,Huambo,Volcanic field,-700,Peru,Peru,Eruption Dated,Trachyandesite / Basaltic Trachyandesite,Andesite / Basaltic Andesite,1157
357123,Huanquihue Group,Stratovolcano(es),1750,Argentina,Central Chile and Argentina,Eruption Dated,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,108
354030,Huaynaputina,Stratovolcano,1600,Peru,Peru,Eruption Observed,Dacite,,210
390028,Hudson Mountains,Stratovolcano(es),-210,Antarctica,Antarctica and South Sandwich Islands,Eruption Dated,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite,,0
358057,"Hudson, Cerro",Stratovolcano,2011,Chile,Southern Chile and Argentina,Eruption Observed,Basalt / Picro-Basalt	Trachyandesite / Basaltic Trachyandesite	Trachyte / Trachydacite,,12
358030,Huequi,Lava dome(s),1920,Chile,Southern Chile and Argentina,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,7
351050,"Huila, Nevado del",Stratovolcano,2012,Colombia,Colombia,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,3501
341093,"Humeros, Los",Caldera(s),-4470,Mexico,Mexico,Eruption Dated,Rhyolite	Andesite / Basaltic Andesite	Dacite,Trachyte / Trachydacite,27331
243040,Hunga Tonga-Hunga Ha'apai,Submarine,2015,Tonga,Tonga Islands,Eruption Observed,Andesite / Basaltic Andesite,,230
258020,Hunter Island,Stratovolcano,1903,France,Pacific Ocean (southwestern),Eruption Observed,Andesite / Basaltic Andesite	Dacite,,0
253011,Hydrographers Range,Stratovolcano,Unknown,Papua New Guinea,New Guinea and D'Entrecasteaux Islands,Evidence Credible,Andesite / Basaltic Andesite,Basalt / Picro-Basalt	Dacite,1428
253050,Iamalele,Lava dome(s),Unknown,Papua New Guinea,New Guinea and D'Entrecasteaux Islands,Evidence Credible,Andesite / Basaltic Andesite	Rhyolite	Basalt / Picro-Basalt,,766
268030,Ibu,Stratovolcano,2019,Indonesia,Halmahera,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,14549
300280,Ichinsky,Stratovolcano,1740,Russia,Kamchatka Peninsula,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,Dacite	Rhyolite,0
300710,Iettunup,Shield(s),Unknown,Russia,Kamchatka Peninsula,Evidence Uncertain,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,0
222161,Igwisi Hills,Pyroclastic cone(s),-10450,Tanzania,Africa (eastern),Eruption Dated,Foidite,,37034
263350,Ijen,Stratovolcano(es),1999,Indonesia,Java,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,Dacite,5504
300670,Iktunup,Shield(s),Unknown,Russia,Kamchatka Peninsula,Evidence Uncertain,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,0
313020,Iliamna,Stratovolcano,1876,United States,Alaska (southwestern),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,0
264220,Iliboleng,Stratovolcano,1993,Indonesia,Lesser Sunda Islands,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,87503
300030,Iliinsky,Stratovolcano,1901,Russia,Kamchatka Peninsula,Eruption Observed,Andesite / Basaltic Andesite	Dacite	Basalt / Picro-Basalt,,0
264250,Iliwerung,Complex,2013,Indonesia,Lesser Sunda Islands,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,4318
352041,Illiniza,Stratovolcano,Unknown,Ecuador,Ecuador,Evidence Credible,Andesite / Basaltic Andesite	Dacite,Rhyolite,6034
343060,Ilopango,Caldera,1880,El Salvador,El Salvador and Honduras,Eruption Observed,Dacite	Andesite / Basaltic Andesite	Basalt / Picro-Basalt,Rhyolite,2049583
352004,Imbabura,Compound,-5550,Ecuador,Ecuador,Eruption Dated,Andesite / Basaltic Andesite	Dacite,,96294
314060,Imuruk Lake,Shield(s),300,United States,Alaska (western),Eruption Dated,Basalt / Picro-Basalt,,0
355125,"Incahuasi, Nevado de",Stratovolcano(es),Unknown,Chile-Argentina,"Northern Chile, Bolivia and Argentina",Evidence Uncertain,Dacite	Andesite / Basaltic Andesite,,11
321070,Indian Heaven,Shield(s),-6250,United States,USA (Washington),Eruption Dated,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,687
357041,Infiernillo,Volcanic field,-6890,Argentina,Central Chile and Argentina,Eruption Dated,Andesite / Basaltic Andesite,,270
314030,Ingakslugwat Hills,Pyroclastic cone(s),Unknown,United States,Alaska (western),Evidence Credible,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite	Foidite,,0
264090,Inielika,Complex,2001,Indonesia,Lesser Sunda Islands,Eruption Observed,Andesite / Basaltic Andesite,,27281
264080,Inierie,Stratovolcano,-8050,Indonesia,Lesser Sunda Islands,Eruption Dated,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,7501
284120,Ioto,Caldera,2012,Japan,"Izu, Volcano, and Mariana Islands",Eruption Observed,Trachyandesite / Basaltic Trachyandesite	Trachyte / Trachydacite,,1179
282020,Io-Torishima,Complex,1968,Japan,Ryukyu Islands and Kyushu,Eruption Observed,Andesite / Basaltic Andesite,,0
342190,Ipala,Stratovolcano,Unknown,Guatemala,Guatemala,Evidence Credible,Basalt / Picro-Basalt,,25003
274060,Iraya,Stratovolcano,1454,Philippines,North of Luzon,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt	Trachyandesite / Basaltic Trachyandesite,,4118
345060,Irazu,Stratovolcano,1994,Costa Rica,Costa Rica,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,25442
273041,Iriga,Stratovolcano,Unknown,Philippines,Luzon,Evidence Credible,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,142254
355040,Irruputuncu,Stratovolcano,1995,Chile-Bolivia,"Northern Chile, Bolivia and Argentina",Eruption Observed,Andesite / Basaltic Andesite,,239
341023,"Isabel, Isla",Tuff cone(s),Unknown,Mexico,Mexico,Evidence Uncertain,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite,,0
311370,Isanotski,Stratovolcano,Unknown,United States,Aleutian Islands,Evidence Uncertain,No Data (checked),,0
273042,Isarog,Stratovolcano,-3500,Philippines,Luzon,Eruption Dated,Andesite / Basaltic Andesite,,27806
211030,Ischia,Complex,1302,Italy,Italy,Eruption Observed,Trachyte / Trachydacite	Trachyandesite / Basaltic Trachyandesite,Phonolite	Trachybasalt / Tephrite Basanite	Phono-tephrite /  Tephri-phonolite,20210
320090,Iskut-Unuk River Cones,Pyroclastic cone(s),1800,Canada,Canada,Eruption Dated,Basalt / Picro-Basalt,,0
355030,Isluga,Stratovolcano,1913,Chile,"Northern Chile, Bolivia and Argentina",Eruption Observed,Andesite / Basaltic Andesite	Dacite,,703
233014,Itasy Volcanic Field,Pyroclastic cone(s),-6050,Madagascar,Indian Ocean (western),Eruption Dated,Trachyte / Trachydacite	Trachybasalt / Tephrite Basanite	Phonolite,,129121
231050,"Ithnayn, Harrat",Volcanic field,Unknown,Saudi Arabia,Middle East (southern),Evidence Credible,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite,,3112
290111,Ivao Group,Pyroclastic cone(s),Unknown,Russia,Kuril Islands,Evidence Credible,No Data (checked),,10
283270,Iwakisan,Stratovolcano,1863,Japan,Honshu,Eruption Observed,Andesite / Basaltic Andesite,,13229
283240,Iwatesan,Complex,1919,Japan,Honshu,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,18462
342180,Ixtepeque,Lava dome(s),Unknown,Guatemala,Guatemala,Evidence Credible,Rhyolite	Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,131906
264110,Iya,Stratovolcano,1969,Indonesia,Lesser Sunda Islands,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,46835
263330,Iyang-Argapura,Complex,Unknown,Indonesia,Java,Evidence Credible,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,11959
343030,Izalco,Stratovolcano,1966,El Salvador,El Salvador and Honduras,Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,55665
